"the_geom","MainStreet","CrossStree","Install_Da","LONG","LAT","X","Y"
"POINT (-73.9836369225198 40.62899324021994)","17 Avenue","50 Street","2020-05-12T00:00:00","-73.9836369225198","40.6289932402199","988792.00009039","168436.000120148"
"POINT (-73.98420266239701 40.628447105553946)","17 Avenue","51 Street","2020-05-12T00:00:00","-73.984202662397","40.6284471055539","988635.000076309","168236.999861971"
"POINT (-73.98480442475172 40.62787352589983)","17 Avenue","52 Street","2020-05-12T00:00:00","-73.9848044247517","40.6278735258998","988468.000082225","168027.999951899"
"POINT (-73.98538455866009 40.62731366423634)","17 Avenue","53 Street","2020-05-12T00:00:00","-73.9853845586601","40.6273136642363","988307.000076145","167824.000031814"
"POINT (-73.98596828474531 40.62675654483639)","17 Avenue","54 Street","2020-05-12T00:00:00","-73.9859682847453","40.6267565448364","988145.000072047","167621.000109732"
"POINT (-73.98713931116515 40.62563680698007)","17 Avenue","56 Street","2020-05-12T00:00:00","-73.9871393111652","40.62563680698","987820.000065893","167212.999941483"
"POINT (-73.9888831698616 40.62395168724507)","17 Avenue","59 Street","2020-05-12T00:00:00","-73.9888831698616","40.623951687245","987336.000049636","166598.999857143"
"POINT (-73.99067377428631 40.62223360804165)","17 Avenue","62 Street","2020-05-12T00:00:00","-73.9906737742863","40.6222336080416","986839.000059381","165973.000124887"
"POINT (-73.9285406743926 40.81203662208713)","East 138 Street","Canal Pl","2020-05-12T00:00:00","-73.9285406743926","40.8120366220871","1004031.00012414","235131.999929979"
"POINT (-73.92812557312773 40.8117234663027)","East 138 Street","Rider Ave","2020-05-12T00:00:00","-73.9281255731277","40.8117234663027","1004145.99989414","235018.000157982"
"POINT (-74.0756450777839 40.6266638959316)","Bay Street","Canal Street","2020-05-12T00:00:00","-74.0756450777839","40.6266638959316","963251.99998939","167596.000159726"
"POINT (-74.07595732692556 40.63196936874657)","Bay Street","Clinton Street","2020-05-12T00:00:00","-74.0759573269256","40.6319693687465","963167.000159383","169528.999902651"
"POINT (-74.06264905996605 40.60935755692417)","Bay Street","Fingerboard Rd","2020-05-12T00:00:00","-74.062649059966","40.6093575569241","966855.000001222","161287.999980479"
"POINT (-74.07584654603296 40.63593566185807)","Bay Street","Hannah Street","2020-05-12T00:00:00","-74.075846546033","40.635935661858","963199.000095382","170973.9999654"
"POINT (-74.06444139579352 40.61180492296668)","Bay Street","New Lane","2020-05-12T00:00:00","-74.0644413957935","40.6118049229666","966358.000010967","162179.999836892"
"POINT (-74.06099028092865 40.60709948216112)","Bay Street","School Road","2020-05-12T00:00:00","-74.0609902809286","40.6070994821611","967315.000065476","160464.999986067"
"POINT (-74.07546739490776 40.63519481816592)","Bay Street","Swan St_Van Duzer St","2020-05-12T00:00:00","-74.0754673949078","40.6351948181659","963303.99988538","170703.99984923"
"POINT (-74.07628397606472 40.627764134496175)","Bay Street","Union Place","2020-05-12T00:00:00","-74.0762839760647","40.6277641344962","963075.000015303","167997.000013888"
"POINT (-74.07253516639973 40.62246362372996)","Bay Street","Vanderbilt Avenue","2020-05-12T00:00:00","-74.0725351663997","40.6224636237299","964113.99990581","166064.999940887"
"POINT (-73.8595466987629 40.86774302547689)","Boston Road","Arnow Ave_Colden Ave","2020-05-12T00:00:00","-73.8595466987629","40.8677430254768","1023097.0000498","255450.99997431"
"POINT (-73.86354822339585 40.86465455017031)","Boston Road","Barnes Avenue","2020-05-12T00:00:00","-73.8635482233959","40.8646545501703","1021991.99996322","254323.999931723"
"POINT (-73.86154217924417 40.866153511984784)","Boston Road","Bronxwood Avenue","2020-05-12T00:00:00","-73.8615421792442","40.8661535119847","1022545.99983947","254871.000150055"
"POINT (-73.89299882573567 40.83564388491584)","Boston Road","Charlotte Street","2020-05-12T00:00:00","-73.8929988257357","40.8356438849158","1013859.00015314","243743.000096396"
"POINT (-73.89412387583211 40.83491757388421)","Boston Road","Claremont Pkwy","2020-05-12T00:00:00","-73.8941238758321","40.8349175738842","1013548.00011897","243477.999970227"
"POINT (-73.84729825133405 40.87673281900674)","Boston Road","Corsa Avenue","2020-05-12T00:00:00","-73.8472982513341","40.8767328190067","1026478.99984747","258731.999973983"
"POINT (-73.88383479147917 40.83945016875871)","Boston Road","Cross Bx Expwy N S/R","2020-05-12T00:00:00","-73.8838347914792","40.8394501687587","1016393.00000639","245132.999941066"
"POINT (-73.89801202484216 40.83273354081967)","Boston Road","Crotona Avenue","2020-05-12T00:00:00","-73.8980120248422","40.8327335408196","1012472.99997239","242680.99992381"
"POINT (-73.90777930054283 40.82521301068327)","Boston Road","E 164 Street","2020-05-12T00:00:00","-73.9077793005428","40.8252130106832","1009773.00012305","239938.000160471"
"POINT (-73.90703052494622 40.825810757473185)","Boston Road","E 165 Street","2020-05-12T00:00:00","-73.9070305249462","40.8258107574732","1009980.00003713","240156.000052556"
"POINT (-73.9049074384203 40.82727744948305)","Boston Road","E 166 Street","2020-05-12T00:00:00","-73.9049074384203","40.827277449483","1010566.99984738","240690.999966815"
"POINT (-73.90385101182193 40.82819605340218)","Boston Road","E 167 Street","2020-05-12T00:00:00","-73.9038510118219","40.8281960534021","1010858.99991955","241025.999952972"
"POINT (-73.90220480964895 40.829627410570794)","Boston Road","E 168 Street","2020-05-12T00:00:00","-73.9022048096489","40.8296274105708","1011313.9999938","241547.999893233"
"POINT (-73.90025117947687 40.831195714827864)","Boston Road","E 169 Street","2020-05-12T00:00:00","-73.9002511794769","40.8311957148278","1011853.99989806","242120.000061557"
"POINT (-73.89204466245955 40.835717102846914)","Boston Road","E 172 Street","2020-05-12T00:00:00","-73.8920446624596","40.8357171028469","1014122.99995323","243770.000042394"
"POINT (-73.88986124172713 40.836126745469315)","Boston Road","E 173 Street","2020-05-12T00:00:00","-73.8898612417271","40.8361267454693","1014727.00005755","243920.000070482"
"POINT (-73.88534658282892 40.838792951075646)","Boston Road","E 175 Street","2020-05-12T00:00:00","-73.8853465828289","40.8387929510756","1015974.99985814","244893.000092983"
"POINT (-73.87937598787242 40.8409524390325)","Boston Road","E 178 Street","2020-05-12T00:00:00","-73.8793759878724","40.8409524390325","1017625.99983697","245682.000155389"
"POINT (-73.87884367683317 40.8415227807494)","Boston Road","E 179 Street","2020-05-12T00:00:00","-73.8788436768332","40.8415227807494","1017772.99987106","245890.000067472"
"POINT (-73.84816674419461 40.876451260952855)","Boston Road","Fenton Avenue","2020-05-12T00:00:00","-73.8481667441946","40.8764512609528","1026238.99999939","258628.999851897"
"POINT (-73.88623285983469 40.83829429121535)","Boston Road","Hoe Avenue","2020-05-12T00:00:00","-73.8862328598347","40.8382942912153","1015730.00002006","244711.000128895"
"POINT (-73.90346027459852 40.82853332724687)","Boston Road","Home Street","2020-05-12T00:00:00","-73.9034602745985","40.8285333272468","1010967.00003164","241149.000035062"
"POINT (-73.85554989929196 40.87181396821203)","Boston Road","Laconia Avenue","2020-05-12T00:00:00","-73.855549899292","40.871813968212","1024200.00014038","256935.999957055"
"POINT (-73.8990213442031 40.83200159083032)","Boston Road","Union Avenue","2020-05-12T00:00:00","-73.8990213442031","40.8320015908303","1012193.99987422","242414.00012973"
"POINT (-73.86076365382442 40.86672621715437)","Boston Road","Williamsbridge Road","2020-05-12T00:00:00","-73.8607636538244","40.8667262171543","1022761.00006564","255080.000060141"
"POINT (-73.85068928383993 40.875485674803706)","Boston Road","Wilson Avenue","2020-05-12T00:00:00","-73.8506892838399","40.8754856748037","1025542.00008105","258275.999901727"
"POINT (-73.86143375646981 40.86960346774199)","Bronxwood Avenue","Adee Ave","2020-05-13T00:00:00","-73.8614337564698","40.8696034677419","1022574.00011155","256127.999932647"
"POINT (-73.86149901824433 40.86778106633857)","Bronxwood Avenue","Arnow Ave","2020-05-13T00:00:00","-73.8614990182443","40.8677810663386","1022557.00014555","255463.999948308"
"POINT (-73.8613795271513 40.87133530694338)","Bronxwood Avenue","Burke Ave","2020-05-13T00:00:00","-73.8613795271513","40.8713353069434","1022588.00008355","256758.999982983"
"POINT (-73.8592760959677 40.877727901833225)","Bronxwood Avenue","E 213 Street","2020-05-13T00:00:00","-73.8592760959677","40.8777279018332","1023165.9999118","259088.999916136"
"POINT (-73.85822696720501 40.879639669973756)","Bronxwood Avenue","E 216 Street","2020-05-13T00:00:00","-73.858226967205","40.8796396699737","1023454.99998997","259786.000162557"
"POINT (-73.85783492743606 40.88033633926141)","Bronxwood Avenue","E 217 Street","2020-05-13T00:00:00","-73.857834927436","40.8803363392614","1023563.00010206","260039.99998264"
"POINT (-73.85705802162316 40.88174615151098)","Bronxwood Avenue","E 219 Street","2020-05-13T00:00:00","-73.8570580216232","40.8817461515109","1023777.00000213","260553.99993889"
"POINT (-73.85666594534686 40.88244830681725)","Bronxwood Avenue","E 220 Street","2020-05-13T00:00:00","-73.8566659453469","40.8824483068172","1023885.00011422","260810.000083059"
"POINT (-73.85627747241874 40.883153208983934)","Bronxwood Avenue","E 221 Street","2020-05-13T00:00:00","-73.8562774724187","40.8831532089839","1023991.99990022","261066.999897137"
"POINT (-73.85510476286689 40.885270644485416)","Bronxwood Avenue","E 224 Street","2020-05-13T00:00:00","-73.8551047628669","40.8852706444854","1024314.99991038","261838.999993563"
"POINT (-73.85471625570452 40.88597554192959)","Bronxwood Avenue","E 225 Street","2020-05-13T00:00:00","-73.8547162557045","40.8859755419296","1024422.00002447","262096.00013572"
"POINT (-73.85432411772385 40.88668317718613)","Bronxwood Avenue","E 226 Street","2020-05-13T00:00:00","-73.8543241177238","40.8866831771861","1024530.00013655","262353.999947816"
"POINT (-73.85393559521555 40.88738807181996)","Bronxwood Avenue","E 227 Street","2020-05-13T00:00:00","-73.8539355952155","40.8873880718199","1024636.99992256","262611.000089973"
"POINT (-73.85354344663962 40.888092959563124)","Bronxwood Avenue","E 228 Street","2020-05-13T00:00:00","-73.8535434466396","40.8880929595631","1024745.00003463","262867.999904066"
"POINT (-73.85315128368232 40.88880059145791)","Bronxwood Avenue","E 229 Street","2020-05-13T00:00:00","-73.8531512836823","40.8888005914579","1024853.00014672","263126.000044227"
"POINT (-73.86107286681704 40.8744721262021)","Bronxwood Avenue","Magenta Street","2020-05-13T00:00:00","-73.861072866817","40.8744721262021","1022670.99991755","257901.999993563"
"POINT (-73.85975163318298 40.8768611572384)","Bronxwood Avenue","Tilden Street","2020-05-13T00:00:00","-73.859751633183","40.8768611572384","1023034.99984573","258772.999891981"
"POINT (-73.86170786065162 40.86124069593386)","Bronxwood Avenue","Waring Ave","2020-05-13T00:00:00","-73.8617078606516","40.8612406959338","1022502.99992546","253081.000121146"
"POINT (-73.85588536770109 40.88386085081351)","East 222 Street","Bronxwood Avenue","2020-05-13T00:00:00","-73.8558853677011","40.8838608508135","1024100.00001231","261325.000037313"
"POINT (-73.86164613493982 40.86310701894141)","Mace Avenue","Bronxwood Avenue","2020-05-13T00:00:00","-73.8616461349398","40.8631070189414","1022518.99989347","253761.000073478"
"POINT (-73.90593610010797 40.825529908464176)","East 165 Street","Cauldwell Avenue","2020-05-14T00:00:00","-73.905936100108","40.8255299084642","1010283.00008731","240053.999928474"
"POINT (-73.91296044656255 40.828159373239416)","East 165 Street","Clay Ave","2020-05-14T00:00:00","-73.9129604465625","40.8281593732394","1008338.00004031","241009.99998498"
"POINT (-73.92251745791042 40.83163276529875)","East 165 Street","Gerard Avenue","2020-05-14T00:00:00","-73.9225174579104","40.8316327652987","1005692.00008297","242273.00008364"
"POINT (-73.91894520019085 40.83033480472958)","East 165 Street","Sheridan Ave","2020-05-14T00:00:00","-73.9189452001908","40.8303348047295","1006681.00007348","241801.000043392"
"POINT (-73.92166138768789 40.83133575756063)","East 165 Street","Walton Avenue","2020-05-14T00:00:00","-73.9216613876879","40.8313357575606","1005928.99993706","242164.999971554"
"POINT (-73.92348912148489 40.83197375873793)","River Avenue","E 165 Street","2020-05-14T00:00:00","-73.9234891214849","40.8319737587379","1005422.9999648","242397.000163734"
"POINT (-73.90928721298145 40.82699003763011)","Washington Avenue","E 165 Street","2020-05-14T00:00:00","-73.9092872129815","40.8269900376301","1009354.9999748","240584.99985072"
"POINT (-73.94564947582008 40.74581821445586)","Jackson Avenue","23 Street & Davis St","2020-05-14T00:00:00","-73.9456494758201","40.7458182144558","999310.000051722","211002.999959722"
"POINT (-73.93917280483673 40.74827701688437)","Jackson Avenue","42 Road","2020-05-14T00:00:00","-73.9391728048367","40.7482770168843","1001104.00007264","211900.00013423"
"POINT (-73.94967835618345 40.74408261821862)","Jackson Avenue","47 Road","2020-05-14T00:00:00","-73.9496783561835","40.7440826182186","998193.99998714","210369.999913394"
"POINT (-73.9527578350835 40.74247549913149)","Jackson Avenue","50 Avenue","2020-05-14T00:00:00","-73.9527578350835","40.7424754991315","997341.00005272","209784.000101149"
"POINT (-73.94401768261322 40.746478918043266)","Jackson Avenue","Court Square & 45 Ave","2020-05-14T00:00:00","-73.9440176826132","40.7464789180432","999762.000131965","211244.000133887"
"POINT (-73.99232045131393 40.743569108282394)","6 Avenue","W 24 Street","2020-05-21T00:00:00","-73.9923204513139","40.7435691082824","986377.999997139","210178.999967307"
"POINT (-73.99186927435727 40.74418664574956)","6 Avenue","W 25 Street","2020-05-21T00:00:00","-73.9918692743573","40.7441866457495","986503.000075221","210403.9998454"
"POINT (-73.99141808938995 40.74480143755148)","6 Avenue","W 26 Street","2020-05-21T00:00:00","-73.9914180893899","40.7448014375515","986628.000153303","210628.000053555"
"POINT (-73.99096689653533 40.745421716119836)","6 Avenue","W 27 Street","2020-05-21T00:00:00","-73.9909668965353","40.7454217161198","986752.999903306","210853.999929637"
"POINT (-73.99051569448565 40.7460392490227)","6 Avenue","W 28 Street","2020-05-21T00:00:00","-73.9905156944857","40.7460392490227","986877.999981388","211079.000135809"
"POINT (-73.98640034210553 40.75170125154576)","6 Avenue","W 37 Street","2020-05-21T00:00:00","-73.9864003421055","40.7517012515457","988017.999997973","213141.999946803"
"POINT (-73.98594544649252 40.75231602082168)","6 Avenue","W 38 Street","2020-05-21T00:00:00","-73.9859454464925","40.7523160208216","988144.000074059","213366.000154972"
"POINT (-73.98548693197716 40.75293627637339)","6 Avenue","W 39 Street","2020-05-21T00:00:00","-73.9854869319772","40.7529362763734","988271.000148132","213592.000031054"
"POINT (-73.98362388985788 40.75551608811094)","6 Avenue","W 43 Street","2020-05-21T00:00:00","-73.9836238898579","40.7555160881109","988787.000100389","214532.000119567"
"POINT (-73.98316894167252 40.75613907940125)","6 Avenue","W 44 Street","2020-05-21T00:00:00","-73.9831689416725","40.7561390794012","988912.999848381","214758.999993637"
"POINT (-73.9827103721376 40.75677030251491)","6 Avenue","W 45 Street","2020-05-21T00:00:00","-73.9827103721376","40.7567703025149","989039.999922469","214988.999861732"
